text,tag
['Using psdtools library to add color profile to a psd image that doesnt have it altering a bit the official documentation found here\nhttpspsdtoolsreadthedocsioenlatestreferencepsdtoolshtmlpsdtoolsPSDImageimageresources\nunder the property imageresources section the code in question is this from psdtools import PSDImage\npsd  PSDImageopenhomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd\nimage  psdcompose\niccprofile  psdimageresourcesgetdataResourceICCPROFILE\nimage  psdcomposeapplyiccFalse\nimagesavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile\nassigning colorprofile to the psd image which contains a color profile value\nI am getting this errorTypeError compose got an unexpected keyword argument applyicc\nI dont know how to solve it as I am just trying to utilize official documentation code\nI was expecting colorprofile to be assigned as according to logic of the documentation but once I removed image  psdcomposeapplyiccFalse and replaced \nimagesavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile  with\npsdsavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile \nI got this new errorTypeError write got an unexpected keyword argument iccprofile\nAs I am saying I am trying to use the official psdtools documentation but that itself is showing error any suggestions would be greatly appreciated'],python
['I have  millions small fileskb each in S directory I want to download  files in each chunk from S Is there any way where I can download multiple files at once by limiting file numbers\nI tried listObjectsVRequest using multithreading as well but trying to find out better way to improve performance\nAlso I tried using transferManagerdownloadDirectory but which is downloading complete directory causing outOfMemoryError'],java
['face detection\n\nimport cv as cv\n\nimg  cvimreadrCUsersdrsriDownloadsmanjpg\ncvimshowGroup of  people img\n\ngray  cvcvtColorimg cvCOLORBGRGRAY\ncvimshowGray People gray\n\nhaarcascade  cvCascadeClassifierrCUsersdrsriDownloadshaarfacexml\n\nfacesrect  haarcascadedetectMultiScalegray scaleFactor minNeighbors\n\nprintfNumber of faces found  lenfacesrect\n\nfor xywh in facesrect\n    cvrectangleimg xy xwyh  thickness\n\ncvimshowDetected Faces img\n\n\ncvwaitKey\n\nThis is the code and In the line\nfacesrect  haarcascadedetectMultiScalegray scaleFactor minNeighbors\n\nit gives the error by writing the above code\nplease find out the error and how to rectify this error in jupyter notebook'],python
['Websocket connection is getting failed in a few android deviceeg Xiaomi POCO X with the below error it is happening few seconds after handshake is succeded\nAfter WS connected it is getting disconnected with the below error\nWebsocket connection Failed Read error sslxbdabc Failure in SSL library usually a protocol error erroreCipher functionsOPENSSLinternalBADDECRYPT thirdpartyopensslboringsslsrccryptofipsmoduleciphereaesc xfefbeex errorbSSL routinesOPENSSLinternalDECRYPTIONFAILEDORBADRECORDMAC thirdpartyopensslboringsslsrcssltlsrecordcc xfefbeex\nokHttpVersion  okhttp'],java
text,tag
"['I want to write a simple regular expression to check if in given string exist any special character My regex works but I dont know why it also includes all numbers so when I put some number it returns an error\nMy code\npattern to find if there is any special character in string\nPattern regex  Patterncompile\nmatcher to find if there is any special character in string\nMatcher matcher  regexmatchersearchQuerygetSearchFor\n\nifmatcherfind\n\n    errorsrejectValuesearchFor wrongpatternSearchQuerysearchForSpecialCharactersSpecial characters are not allowed', 'Please dont do that little Unicode BABY ANGELs like this one  are dying   these are not images nor is the arrow\n\nAnd you are killing  years of DOS  the last smiley is called WHITE SMILING FACE Now its at A But in ancient times it was ALT\nand his friend\n\nBLACK SMILING FACE Now its at B But in ancient times it was ALT\nTry a negative match\nPattern regex  PatterncompileAZaz\n\nthis will ok only AZ standard letters and standard  digits', 'You have a dash in the middle of the character class which will mean a character range Put the dash at the end of the class like so', 'Thats because your pattern contains a  which is all characters between and including  and  which included digits and several other characters as shown below\n\nIf by special characters you mean punctuation and symbols use\npPpS\n\nwhich contains all unicode punctuation and symbols', 'SInce you dont have whitespace and underscore in your character class I think following regex will be better for you\nPattern regex  Patterncompilews\n\nWhich means match everything other than AZazs\nUnicode version\nPattern regex  PatterncompilepLds', 'For people like me looking for an answer for special characters like  etc just use this pattern \n\nOnly text or a space AZaz \nText and numbers AZaz \nText numbers and some special chars AZaz \n\nRegex just starts at the ascii index and checks if a character of the string is in within both indexes startindexendindex\nSo you can add any range \nEventually you can play around with a handy tool httpsregexrcom\nGood luck', 'Use this to catch the common special characters excluding \n\n\nIf you want to include  as well then use this\n\n\nIf you want to filter strings that are URL friendly and do not contain any special characters or spaces then use this\n \n\nWhen you use patterns like AZaz then you will start catching special alphabets like those of other languages and some European accented alphabets like', 'Shout out to Mohamed Yusuff s solution\nWe can match all  special characters using range\n\n\nst Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nnd Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nrd Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nth Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nIn total matched back all  chars \nReference\nSpecial Character tableArranged\nExtended ASCII table', 'I have defined one pattern to look for any of the ASCII Special Characters ranging between  to  except the alphanumeric You may use something like the one below\n\nTo find any Special Character\n \n\nTo find minimum of  and maximum of any count\n \n\n\nThese patterns have Special Characters ranging between  to   to   to  and  to', 'Here is my regex variant of a special character\nString regExp  \n\nJava code', 'Use this regular expression pattern azAZ It validates alphanumeric string excluding the special characters', 'If you only rely on ASCII characters you can rely on using the hex ranges on the ASCII table Here is a regex that will grab all special characters in the range of    \nxxFxAxxBxxBxE\n\nHowever you can think of special characters as not normal characters If we take that approach you can simply do this\nAZazs\n\nHower this will not catch   and probably others', 'Try\niazazs\n\niA indicates that the regular expression A is case insensitive\naz represents any alphabetic character from a to z\nazs represents any alphabetic character except a to z digits and special characters ie accented characters\nazazs represents any alphabeticaccented or unaccented character only characters\n one or more occurrence of the regex that precedes it', 'Try using this for the same things  StringUtilsisAlphanumericvalue', 'We can achieve this using Pattern and Matcher as follows\nPattern pattern  PatterncompileAZaz \nMatcher matcher  patternmatchertrString\nboolean hasSpecialChars  matcherfind', 'Here is my regular expression that I used for removing all the special characters from any string \nString regex   s', 'Please use this it is simplest\n\npPunct Punctuation One of \n\nhttpsdocsoraclecomjavasedocsapijavautilregexPatternhtml\n    StringBuilder builder  new StringBuildercheckstring\n    String regex  pPunct Special character  \n    change your all special characters to  \n    Pattern  pattern  Patterncompileregex\n    Matcher matcher  patternmatcherbuildertoString\n    checkstringmatcherreplaceAll', 'You can use a negative match\nPattern regex  PatterncompileazAZ\nFor zero or more characters\nor\nPattern regex  PatterncompileazAZ\nFor one or more characters', 'Try this It works on C it should work on java also If you want to exclude spaces just add s in there\n pLpNd', 'To find any number of special characters use the following regex pattern\nAZaz \nAZaz  this means any character except the alphabets numbers and space\n this means one or more characters of the previous block', 'None of the answers helped for me Found this regex azAZ from this article and it worked', 'W\n  start of the string\nW  match any nonword character azAZ\n  end of the string', 'A small addition to include all special characters like  and \nAn example\nPattern regex  PatterncompileAZaz', 'You have to escape some symbols\n\n\nOR', 'To match the common Ascii special characters you can simply use this \nSo it will be Pattern regex  Patterncompile', 'what about  \nThis will match all ASCII characters from the space to tilde', 'I use reg below for find special character in string\nvar reg  new RegExp']",java
['Using psdtools library to add color profile to a psd image that doesnt have it altering a bit the official documentation found here\nhttpspsdtoolsreadthedocsioenlatestreferencepsdtoolshtmlpsdtoolsPSDImageimageresources\nunder the property imageresources section the code in question is this from psdtools import PSDImage\npsd  PSDImageopenhomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd\nimage  psdcompose\niccprofile  psdimageresourcesgetdataResourceICCPROFILE\nimage  psdcomposeapplyiccFalse\nimagesavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile\nassigning colorprofile to the psd image which contains a color profile value\nI am getting this errorTypeError compose got an unexpected keyword argument applyicc\nI dont know how to solve it as I am just trying to utilize official documentation code\nI was expecting colorprofile to be assigned as according to logic of the documentation but once I removed image  psdcomposeapplyiccFalse and replaced \nimagesavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile  with\npsdsavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile \nI got this new errorTypeError write got an unexpected keyword argument iccprofile\nAs I am saying I am trying to use the official psdtools documentation but that itself is showing error any suggestions would be greatly appreciated'],python
['I have  millions small fileskb each in S directory I want to download  files in each chunk from S Is there any way where I can download multiple files at once by limiting file numbers\nI tried listObjectsVRequest using multithreading as well but trying to find out better way to improve performance\nAlso I tried using transferManagerdownloadDirectory but which is downloading complete directory causing outOfMemoryError'],java
text,tag
"['I am a python novice\nMy project is using SqlAlchemy Alembic and MyPy\nI have a pair of parentchild classes defined like this a bunch of detail elided\nclass RawEmergencyInputBase RawTables\n    tablename  emergency\n\n    id MappedUNIQUEIDENTIFIER  mappedcolumn\n        UNIQUEIDENTIFIER primarykeyTrue autoincrementFalse\n    \n\n    attendanceid Mappedstr  None  guidcolumn\n    admittedspellid Mappedstr  None  guidcolumn\n\n\n    tableargs  \n        PrimaryKeyConstraintid mssqlclusteredFalse\n        Index\n            indexemergencypiipatientidanddatetimes\n            piipatientid\n            attendancestartdatedesc\n            attendancestarttimedesc\n        \n    \n\nclass InputBaseDeclarativeBase\n    metadata  MetaDataschemaraw\n\n    refreshdate Mappedstr  datestrcolumn\n    refreshtime Mappedstr  timestrcolumn\n\nI want to add a nd index to the Emergency table indexing the refresh columns provided by the base table\nI expect to do so by adding an additional Index call into the tableargs setup\nThen I want to run my standard migration creationchecking tool\npoetry run alembic config operatorappalembicini revision autogenerate m refreshcolindexes\nHow do I reference the refresh columns in this declaration\n\nCurrent attemguesses that have failed\n    Index\n        indexemergencyrefreshdatetime\n        refreshdatedesc\n        refreshtimedesc\n    \n\nmypy and the IDE both say they dont know what refreshdate is\nerror Name refreshdate is not defined  namedefined\n    Index\n        indexemergencyrefreshdatetime\n        InputBaserefreshdatedesc\n        InputBaserefreshtimedesc\n    \n\ncompiles now but the alembic command doesnt work\nsqlalchemyexcArgumentError Cant add unnamed column to column collection full error below\n    Index\n        indexemergencyrefreshdatetime\n        superrefreshdatedesc\n        superrefreshtimedesc\n    \n\nMypyIDE say no\nerror super outside of a method is not supported\n    Index\n        indexemergencyrefreshdatetime\n        superInputBase selfrefreshdatedesc\n        superInputBase selfrefreshtimedesc\n    \n\nself is not defined\n    Index\n        indexemergencyrefreshdatetime\n        superInputBase Nonerefreshdatedesc\n        superInputBase Nonerefreshtimedesc\n    \n\nmypy says Unsupported argument  for super\nand alembic says AttributeError super object has no attribute refreshdate', 'You can use sqlalchemyormdeclaredattr for this You can add any number of index you want under tableargs\nfrom sqlalchemy import createengine Index\nfrom sqlalchemyorm import Mapped mappedcolumn DeclarativeBase declaredattr\n\n\nclass InputBaseDeclarativeBase\n    refreshdate Mappedstr\n    refreshtime Mappedstr\n\n\nclass RawEmergencyInputBase\n    tablename  emergency\n\n    id Mappedint  mappedcolumnprimarykeyTrue autoincrementFalse\n\n    attendanceid Mappedstr  None\n    admittedspellid Mappedstr  None\n\n    declaredattr\n    def tableargsself\n        return \n            Index\n                indexemergencyrefreshdatetime\n                selfrefreshdatedesc\n                selfrefreshdatedesc\n            \n        \n\n\nengine  createenginesqlitetempsqlite echoTrue\nInputBasemetadatacreateallengine\n\nThese are the queries emitted\nCREATE TABLE emergency \n        id INTEGER NOT NULL \n        attendanceid VARCHAR \n        admittedspellid VARCHAR \n        refreshdate VARCHAR NOT NULL \n        refreshtime VARCHAR NOT NULL \n        PRIMARY KEY id\n\n\nINFO sqlalchemyengineEngine CREATE INDEX indexemergencyrefreshdatetime ON emergency refreshdate DESC refreshdate DESC']",python
['Closed This question is opinionbased It is not currently accepting answers\n                                \n                            \n\n\n\n\n\n\n\n\n\n\n\nWant to improve this question Update the question so it can be answered with facts and citations by editing this post\n\n\nClosed  hours ago\n\n\n\n\n\n\n\n                        Improve this question\n                    \n\n\n\nI have a class hierarchy with a common baseclass B and some derived classes X Y Z that I persist to SQL via Hibernate trying to stay as close to JPA as possible though\nThe baseclass is an MappedSuperclass maybe that is already the problem The derived classes are Entities  at times with more subclasses that I mostly handle with InheritanceTypeSINGLETABLE and\nDiscriminatorColumns\nNow I want to be able to have a member of type B the baseclass so that I can put objects of any type there For example for a variant type see httpsenwikipediaorgwikiTaggedunion But I cant figure out how to do that\nIn AttributeConverters you dont have access to the transaction to load more data through it\nI could make B an Entity with InheritanceTypeTABLEPERCLASS this is the accpeted solution in other similar questions but I expect this would lead to giant SQL statements that would effectively search the entire DB for the objects which would be slow on large DBs Baeldungcom advises against the inheritance strategies TABLEPERCLASS and JOINED for performance reasons That leaves only MappedSuperclass which doesnt allow polymorphic queries or SINGLETABLE which is not suitable for large DBs because SQL tables can have at most  columns\nI think it would be better to store the classname in a separate column and use that to determine the class via ClassforName first and then query only the table for that class But that doesnt seem to be possible in Hibernate  at least I couldnt find anything like that\nIm thinking about loading the referenced objects via EventListeners In the EventListeners you have access to an EntityPersister It looks like you can load more data through that That seems complicated though and I would only want to do that in rare cases Maybe Id use some kind of Embedded proxyclass But I think that would make the solution somewhat unelegant and Im not sure what to do with cascading there Hibernate usually offers more elegant solutions\nI only want polymorphic queries and the performance to not depend too much on the number of mapped classes How would you approach such a scenario'],java
"['I want to write a simple regular expression to check if in given string exist any special character My regex works but I dont know why it also includes all numbers so when I put some number it returns an error\nMy code\npattern to find if there is any special character in string\nPattern regex  Patterncompile\nmatcher to find if there is any special character in string\nMatcher matcher  regexmatchersearchQuerygetSearchFor\n\nifmatcherfind\n\n    errorsrejectValuesearchFor wrongpatternSearchQuerysearchForSpecialCharactersSpecial characters are not allowed', 'Please dont do that little Unicode BABY ANGELs like this one  are dying   these are not images nor is the arrow\n\nAnd you are killing  years of DOS  the last smiley is called WHITE SMILING FACE Now its at A But in ancient times it was ALT\nand his friend\n\nBLACK SMILING FACE Now its at B But in ancient times it was ALT\nTry a negative match\nPattern regex  PatterncompileAZaz\n\nthis will ok only AZ standard letters and standard  digits', 'You have a dash in the middle of the character class which will mean a character range Put the dash at the end of the class like so', 'Thats because your pattern contains a  which is all characters between and including  and  which included digits and several other characters as shown below\n\nIf by special characters you mean punctuation and symbols use\npPpS\n\nwhich contains all unicode punctuation and symbols', 'SInce you dont have whitespace and underscore in your character class I think following regex will be better for you\nPattern regex  Patterncompilews\n\nWhich means match everything other than AZazs\nUnicode version\nPattern regex  PatterncompilepLds', 'For people like me looking for an answer for special characters like  etc just use this pattern \n\nOnly text or a space AZaz \nText and numbers AZaz \nText numbers and some special chars AZaz \n\nRegex just starts at the ascii index and checks if a character of the string is in within both indexes startindexendindex\nSo you can add any range \nEventually you can play around with a handy tool httpsregexrcom\nGood luck', 'Use this to catch the common special characters excluding \n\n\nIf you want to include  as well then use this\n\n\nIf you want to filter strings that are URL friendly and do not contain any special characters or spaces then use this\n \n\nWhen you use patterns like AZaz then you will start catching special alphabets like those of other languages and some European accented alphabets like', 'Shout out to Mohamed Yusuff s solution\nWe can match all  special characters using range\n\n\nst Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nnd Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nrd Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nth Group\n\n\nMatch ASCII code from  to \n\n\n  out of  characters matched\nIn total matched back all  chars \nReference\nSpecial Character tableArranged\nExtended ASCII table', 'I have defined one pattern to look for any of the ASCII Special Characters ranging between  to  except the alphanumeric You may use something like the one below\n\nTo find any Special Character\n \n\nTo find minimum of  and maximum of any count\n \n\n\nThese patterns have Special Characters ranging between  to   to   to  and  to', 'Here is my regex variant of a special character\nString regExp  \n\nJava code', 'Use this regular expression pattern azAZ It validates alphanumeric string excluding the special characters', 'If you only rely on ASCII characters you can rely on using the hex ranges on the ASCII table Here is a regex that will grab all special characters in the range of    \nxxFxAxxBxxBxE\n\nHowever you can think of special characters as not normal characters If we take that approach you can simply do this\nAZazs\n\nHower this will not catch   and probably others', 'Try\niazazs\n\niA indicates that the regular expression A is case insensitive\naz represents any alphabetic character from a to z\nazs represents any alphabetic character except a to z digits and special characters ie accented characters\nazazs represents any alphabeticaccented or unaccented character only characters\n one or more occurrence of the regex that precedes it', 'Try using this for the same things  StringUtilsisAlphanumericvalue', 'We can achieve this using Pattern and Matcher as follows\nPattern pattern  PatterncompileAZaz \nMatcher matcher  patternmatchertrString\nboolean hasSpecialChars  matcherfind', 'Here is my regular expression that I used for removing all the special characters from any string \nString regex   s', 'Please use this it is simplest\n\npPunct Punctuation One of \n\nhttpsdocsoraclecomjavasedocsapijavautilregexPatternhtml\n    StringBuilder builder  new StringBuildercheckstring\n    String regex  pPunct Special character  \n    change your all special characters to  \n    Pattern  pattern  Patterncompileregex\n    Matcher matcher  patternmatcherbuildertoString\n    checkstringmatcherreplaceAll', 'You can use a negative match\nPattern regex  PatterncompileazAZ\nFor zero or more characters\nor\nPattern regex  PatterncompileazAZ\nFor one or more characters', 'Try this It works on C it should work on java also If you want to exclude spaces just add s in there\n pLpNd', 'To find any number of special characters use the following regex pattern\nAZaz \nAZaz  this means any character except the alphabets numbers and space\n this means one or more characters of the previous block', 'None of the answers helped for me Found this regex azAZ from this article and it worked', 'W\n  start of the string\nW  match any nonword character azAZ\n  end of the string', 'A small addition to include all special characters like  and \nAn example\nPattern regex  PatterncompileAZaz', 'You have to escape some symbols\n\n\nOR', 'To match the common Ascii special characters you can simply use this \nSo it will be Pattern regex  Patterncompile', 'what about  \nThis will match all ASCII characters from the space to tilde', 'I use reg below for find special character in string\nvar reg  new RegExp']",java
['Using psdtools library to add color profile to a psd image that doesnt have it altering a bit the official documentation found here\nhttpspsdtoolsreadthedocsioenlatestreferencepsdtoolshtmlpsdtoolsPSDImageimageresources\nunder the property imageresources section the code in question is this from psdtools import PSDImage\npsd  PSDImageopenhomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd\nimage  psdcompose\niccprofile  psdimageresourcesgetdataResourceICCPROFILE\nimage  psdcomposeapplyiccFalse\nimagesavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile\nassigning colorprofile to the psd image which contains a color profile value\nI am getting this errorTypeError compose got an unexpected keyword argument applyicc\nI dont know how to solve it as I am just trying to utilize official documentation code\nI was expecting colorprofile to be assigned as according to logic of the documentation but once I removed image  psdcomposeapplyiccFalse and replaced \nimagesavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile  with\npsdsavehomekowmlOfficeWorkProjectsCVDPixelPIXDataImageInputfinalpsd iccprofilecolorprofile \nI got this new errorTypeError write got an unexpected keyword argument iccprofile\nAs I am saying I am trying to use the official psdtools documentation but that itself is showing error any suggestions would be greatly appreciated'],python
['I have  millions small fileskb each in S directory I want to download  files in each chunk from S Is there any way where I can download multiple files at once by limiting file numbers\nI tried listObjectsVRequest using multithreading as well but trying to find out better way to improve performance\nAlso I tried using transferManagerdownloadDirectory but which is downloading complete directory causing outOfMemoryError'],java
